Straßennummer,Straßenname,Ortsbezirk,Stadtteil Name,Stadtbezirk,Stadtbezirksvorst,Schiedsleutebezirk,Sozialrathaus Name,Polizeirevier,Postleitzahl,Address,Latitude,Longitude,class,type,Strassenname,survey,imagelink
3233,Ernst-May-Platz,4,Bornheim,281,4.24,4,Ost,6.0,60385,Ernst-May-Platz 60385 Frankfurt,50.1259184,8.7160726,highway,way,Ernst-May-Platz,1,Ernst-May-Platz_60385.jpeg
2255,Sophienstraße,2,Bockenheim,361,2.12,2,Bockenheim,13.0,60487,Sophienstraße 60487 Frankfurt,50.1274121,8.6426355,highway,way,Sophienstrasse,1,Sophienstrasse_60487.jpeg
1901,Paulistraße,6,Höchst,591,6.46,6C,Höchst,17.0,65929,Paulistraße 65929 Frankfurt,50.0979217,8.5411837,highway,way,Paulistrasse,1,Paulistrasse_65929.jpeg
1650,Mainzer Landstraße,1,Gallus,152,1.06,1,Gallus,4.0,60326,Mainzer Landstraße 60326 Frankfurt,50.1016812,8.6303867,highway,way,Mainzer Landstrasse,1,Mainzer Landstrasse_60326.jpeg
959,Goldammerstraße,5,Niederrad,372,5.36,5B,Sachsenhausen,10.0,60528,Goldammerstraße 60528 Frankfurt,50.0815793,8.6477971,highway,way,Goldammerstrasse,1,Goldammerstrasse_60528.jpeg
875,Friedrich-Wilhelm-von-Steuben-Straße,7,Hausen,410,7.58,7,Bockenheim,11.0,60488,Friedrich-Wilhelm-von-Steuben-Straße 60488 Frankfurt,50.1296944,8.6283494,highway,way,Friedrich-Wilhelm-von-Steuben-Strasse,1,Friedrich-Wilhelm-von-Steuben-Strasse_60488.jpeg
2520,Wilhelm-Leuschner-Straße,1,Bahnhofsviertel,90,1.03,1,Gallus,4.0,60329,Wilhelm-Leuschner-Straße 60329 Frankfurt,50.1070798,8.6726064,highway,way,Wilhelm-Leuschner-Strasse,1,Wilhelm-Leuschner-Strasse_60329.jpeg
1095,Hausener Obergasse,7,Hausen,410,7.58,7,Bockenheim,11.0,60488,Hausener Obergasse 60488 Frankfurt,50.1314523,8.6251273,highway,way,Hausener Obergasse,1,Hausener Obergasse_60488.jpeg
2345,Theodor-Stern-Kai,5,Sachsenhausen-N.,322,5.33,5A,Sachsenhausen,8.0,60596,Theodor-Stern-Kai 60596 Frankfurt,50.0978155,8.6635268,highway,way,Theodor-Stern-Kai,1,Theodor-Stern-Kai_60596.jpeg
1063,Hainer Weg,5,Sachsenhausen-S.,332,5.29,5A,Sachsenhausen,8.0,60599,Hainer Weg 60599 Frankfurt,50.0949943,8.6961842,highway,way,Hainer Weg,1,Hainer Weg_60599.jpeg
2373,Im Trieb,11,Seckbach,390,11.75,11,Ost,6.0,60389,Im Trieb 60389 Frankfurt,50.1413175,8.7266118,highway,way,Im Trieb,1,Im Trieb_60389.jpeg
2398,Untermainkai,1,Altstadt,10,1.01,1,Ost,1.0,60311,Untermainkai 60311 Frankfurt,50.1075165,8.6756603,highway,way,Untermainkai,1,Untermainkai_60311.jpeg
888,Füllerstraße,9,Ginnheim,441,9.67,9,Nord,12.0,60431,Füllerstraße 60431 Frankfurt,50.1412448,8.6507355,highway,way,Fuellerstrasse,1,Fuellerstrasse_60431.jpeg
1240,Humserstraße,3,Nordend-West,202,3.16,3,Dornbusch,12.0,60320,Humserstraße 60320 Frankfurt,50.1351774,8.671828,highway,way,Humserstrasse,1,Humserstrasse_60320.jpeg
1394,Kehreinstraße,6,Nied,561,6.42,6A,Höchst,16.0,65934,Kehreinstraße 65934 Frankfurt,50.0988857,8.5706068,highway,way,Kehreinstrasse,1,Kehreinstrasse_65934.jpeg
1222,Honsellbrücke,4,Ostend,261,4.27,4,Ost,5.0,60314,Honsellbrücke 60314 Frankfurt,50.1075564,8.7110671,highway,way,Honsellbruecke,1,Honsellbruecke_60314.jpeg
669,Droysenstraße,4,Ostend,252,4.25,4,Ost,5.0,60385,Droysenstraße 60385 Frankfurt,50.1179041,8.7123095,highway,way,Droysenstrasse,1,Droysenstrasse_60385.jpeg
2369,Trajanstraße,8,Heddernheim,432,8.62,8,Nord,14.0,60439,Trajanstraße 60439 Frankfurt,50.1595624,8.6399917,highway,way,Trajanstrasse,1,Trajanstrasse_60439.jpeg
2247,Solmsstraße,2,Bockenheim,342,2.14,2,Bockenheim,13.0,60486,Solmsstraße 60486 Frankfurt,50.1185212,8.628877,highway,way,Solmsstrasse,1,Solmsstrasse_60486.jpeg
972,Gräfendeichstraße,5,Oberrad,380,5.28,5A,Sachsenhausen,8.0,60599,Gräfendeichstraße 60599 Frankfurt,50.1016358,8.7289748,highway,way,Graefendeichstrasse,1,Graefendeichstrasse_60599.jpeg
3319,Buchrainplatz,5,Oberrad,380,5.28,5A,Sachsenhausen,8.0,60599,Buchrainplatz 60599 Frankfurt,50.1006931,8.7237386,highway,way,Buchrainplatz,1,Buchrainplatz_60599.jpeg
1091,Hasselhorstweg,5,Sachsenhausen-S.,332,5.29,5A,Sachsenhausen,8.0,60599,Hasselhorstweg 60599 Frankfurt,50.0870798,8.7013949,amenity,node,Hasselhorstweg,1,Hasselhorstweg_60599.jpeg
3696,Max-Horkheimer-Straße,2,Westend-Nord,191,2.09,2,Dornbusch,3.0,60323,Max-Horkheimer-Straße 60323 Frankfurt,50.1291876,8.6694932,highway,way,Max-Horkheimer-Strasse,1,Max-Horkheimer-Strasse_60323.jpeg
262,Anspacher Straße,1,Gallus,165,1.08,1,Gallus,4.0,60326,Anspacher Straße 60326 Frankfurt,50.105936,8.6218599,highway,way,Anspacher Strasse,1,Anspacher Strasse_60326.jpeg
1331,Josbacher Straße,1,Gallus,165,1.08,1,Gallus,4.0,60326,Josbacher Straße 60326 Frankfurt,50.1037158,8.6271743,highway,way,Josbacher Strasse,1,Josbacher Strasse_60326.jpeg
2069,Rüsterstraße,2,Westend-Süd,100,2.11,2,Bockenheim,13.0,60325,Rüsterstraße 60325 Frankfurt,50.1130671,8.6629704,highway,way,Ruesterstrasse,1,Ruesterstrasse_60325.jpeg
1562,Leipziger Straße,2,Bockenheim,350,2.13,2,Bockenheim,13.0,60487,Leipziger Straße 60487 Frankfurt,50.1226251,8.6455438,railway,node,Leipziger Strasse,1,Leipziger Strasse_60487.jpeg
994,Große Gallusstraße,1,Innenstadt,40,1.03,1,Ost,1.0,60312,Große Gallusstraße 60312 Frankfurt,50.1113887,8.6736982,highway,way,Grosse Gallusstrasse,1,Grosse Gallusstrasse_60312.jpeg
900,Garbenstraße,1,Gutleutviertel,151,1.04,1,Gallus,4.0,60327,Garbenstraße 60327 Frankfurt,50.0952496,8.6403035,highway,way,Garbenstrasse,1,Garbenstrasse_60327.jpeg
1644,Mainkai,1,Altstadt,10,1.01,1,Ost,1.0,60311,Mainkai 60311 Frankfurt,50.1089882,8.6821028,railway,node,Mainkai,1,Mainkai_60311.jpeg
2946,Heinrich-Lübke-Straße,7,Praunheim,422,7.59,7,Bockenheim,14.0,60488,Heinrich-Lübke-Straße 60488 Frankfurt,50.1434579,8.6130036,highway,way,Heinrich-Luebke-Strasse,1,Heinrich-Luebke-Strasse_60488.jpeg
992,Große Fischerstraße,1,Altstadt,10,1.01,1,Ost,1.0,60311,Große Fischerstraße 60311 Frankfurt,50.1097558,8.6856055,highway,way,Grosse Fischerstrasse,1,Grosse Fischerstrasse_60311.jpeg
1932,Platanenstraße,6,Griesheim,552,6.41,6A,Gallus,16.0,65933,Platanenstraße 65933 Frankfurt,50.0972911,8.6054562,highway,way,Platanenstrasse,1,Platanenstrasse_65933.jpeg
3680,Ziegelei-Allee,7,Praunheim,422,7.59,7,Bockenheim,14.0,60488,Ziegelei-Allee 60488 Frankfurt,50.1447528,8.6069527,highway,way,Ziegelei-Allee,1,Ziegelei-Allee_60488.jpeg
2416,Vogesenstraße,6,Schwanheim,531,6.38,6A,Sachsenhausen,10.0,60529,Vogesenstraße 60529 Frankfurt,50.0848241,8.575979,amenity,node,Vogesenstrasse,1,Vogesenstrasse_60529.jpeg
956,Goethestraße,1,Innenstadt,50,1.02,1,Ost,1.0,60313,Goethestraße 60313 Frankfurt,50.1136636,8.6760008,highway,way,Goethestrasse,1,Goethestrasse_60313.jpeg
995,Große Nelkenstraße,7,Hausen,410,7.58,7,Bockenheim,11.0,60488,Große Nelkenstraße 60488 Frankfurt,50.1325914,8.6273862,highway,way,Grosse Nelkenstrasse,1,Grosse Nelkenstrasse_60488.jpeg
795,Feuerbachstraße,2,Westend-Süd,100,2.11,2,Bockenheim,13.0,60325,Feuerbachstraße 60325 Frankfurt,50.1177934,8.6635522,highway,way,Feuerbachstrasse,1,Feuerbachstrasse_60325.jpeg
2544,Woogstraße,9,Ginnheim,441,9.67,9,Nord,12.0,60431,Woogstraße 60431 Frankfurt,50.1452155,8.6470114,highway,way,Woogstrasse,1,Woogstrasse_60431.jpeg
3675,Mitscherlichplatz,2,Westend-Nord,191,2.09,2,Dornbusch,3.0,60323,Mitscherlichplatz 60323 Frankfurt,50.1233901,8.66525683399669,leisure,way,Mitscherlichplatz,1,Mitscherlichplatz_60323.jpeg
382,Battonnstraße,1,Innenstadt,80,1.01,1,Ost,1.0,60311,Battonnstraße 60311 Frankfurt,50.1124177,8.6861621,highway,way,Battonnstrasse,1,Battonnstrasse_60311.jpeg
2045,Rossertstraße,2,Westend-Süd,180,2.1,2,Bockenheim,3.0,60323,Rossertstraße 60323 Frankfurt,50.1226381,8.6608565,highway,way,Rossertstrasse,1,Rossertstrasse_60323.jpeg
2186,Schwalbacher Straße,1,Gallus,153,1.05,1,Gallus,4.0,60326,Schwalbacher Straße 60326 Frankfurt,50.1038676,8.6360289,amenity,node,Schwalbacher Strasse,1,Schwalbacher Strasse_60326.jpeg
1484,Kopernikusstraße,6,Höchst,570,6.44,6C,Höchst,17.0,65929,Kopernikusstraße 65929 Frankfurt,50.106043,8.5393963,highway,way,Kopernikusstrasse,1,Kopernikusstrasse_65929.jpeg
2571,Zorbachstraße,10,Preungesheim,470,10.73,10,Dornbusch,12.0,60435,Zorbachstraße 60435 Frankfurt,50.1531006,8.6897232,highway,way,Zorbachstrasse,1,Zorbachstrasse_60435.jpeg
19,Ahornstraße,6,Griesheim,552,6.41,6A,Gallus,16.0,65933,Ahornstraße 65933 Frankfurt,50.0977096,8.6029078,highway,way,Ahornstrasse,1,Ahornstrasse_65933.jpeg
1535,Landgrafenstraße,2,Bockenheim,350,2.13,2,Bockenheim,13.0,60487,Landgrafenstraße 60487 Frankfurt,50.1208823,8.6471726,highway,way,Landgrafenstrasse,1,Landgrafenstrasse_60487.jpeg
3758,Cäcilie-Breckheimer-Platz,11,Riederwald,262,11.76,11,Ost,18.0,60386,Cäcilie-Breckheimer-Platz 60386 Frankfurt,50.1284424,8.734420798600787,highway,way,Caecilie-Breckheimer-Platz,1,Caecilie-Breckheimer-Platz_60386.jpeg
1007,Grüne Straße,4,Ostend,140,4.26,4,Ost,5.0,60316,Grüne Straße 60316 Frankfurt,50.1143665,8.6964312,highway,way,Gruene Strasse,1,Gruene Strasse_60316.jpeg
22,Albanusstraße,6,Höchst,591,6.46,6C,Höchst,17.0,65929,Albanusstraße 65929 Frankfurt,50.1016635,8.5459726,highway,way,Albanusstrasse,1,Albanusstrasse_65929.jpeg
1460,Kochstraße,5,Oberrad,380,5.28,5A,Sachsenhausen,8.0,60599,Kochstraße 60599 Frankfurt,50.1002107,8.7161167,highway,way,Kochstrasse,1,Kochstrasse_60599.jpeg
1458,Kobbachstraße,9,Eschersheim,451,9.65,9,Dornbusch,12.0,60433,Kobbachstraße 60433 Frankfurt,50.1609772,8.6601801,highway,way,Kobbachstrasse,1,Kobbachstrasse_60433.jpeg
1466,Königsteiner Straße,6,Höchst,591,6.46,6C,Höchst,17.0,65929,Königsteiner Straße 65929 Frankfurt,50.1079675,8.5415609,highway,way,Koenigsteiner Strasse,1,Koenigsteiner Strasse_65929.jpeg
697,Eichendorffstraße,9,Dornbusch,442,9.68,9,Dornbusch,12.0,60320,Eichendorffstraße 60320 Frankfurt,50.1401674,8.6649173,amenity,node,Eichendorffstrasse,1,Eichendorffstrasse_60320.jpeg
657,Dorfelder Straße,4,Bornheim,271,4.23,4,Ost,6.0,60385,Dorfelder Straße 60385 Frankfurt,50.1286392,8.7084544,highway,way,Dorfelder Strasse,1,Dorfelder Strasse_60385.jpeg
1441,Kleiner Hirschgraben,1,Altstadt,10,1.01,1,Ost,1.0,60311,Kleiner Hirschgraben 60311 Frankfurt,50.1121941,8.6787921,highway,way,Kleiner Hirschgraben,1,Kleiner Hirschgraben_60311.jpeg
2029,Röderbergweg,4,Ostend,251,4.25,4,Ost,5.0,60316,Röderbergweg 60316 Frankfurt,50.1185277,8.7159931,highway,way,Roederbergweg,1,Roederbergweg_60316.jpeg
2612,Mailänder Straße,5,Sachsenhausen-S.,323,5.3,5A,Sachsenhausen,8.0,60598,Mailänder Straße 60598 Frankfurt,50.0905899,8.6876511,highway,way,Mailaender Strasse,1,Mailaender Strasse_60598.jpeg
319,Babenhäuser Landstraße,5,Sachsenhausen-S.,332,5.29,5A,Sachsenhausen,8.0,60599,Babenhäuser Landstraße 60599 Frankfurt,50.081313,8.7053119,highway,way,Babenhaeuser Landstrasse,1,Babenhaeuser Landstrasse_60599.jpeg
985,Griesheimer Stadtweg,1,Gutleutviertel,151,1.04,1,Gallus,16.0,60327,Griesheimer Stadtweg 60327 Frankfurt,50.0919079,8.6205979,highway,way,Griesheimer Stadtweg,1,Griesheimer Stadtweg_60327.jpeg
1316,Jakob-Heller-Straße,9,Dornbusch,463,9.69,9,Dornbusch,12.0,60320,Jakob-Heller-Straße 60320 Frankfurt,50.1390603,8.6814277,highway,way,Jakob-Heller-Strasse,1,Jakob-Heller-Strasse_60320.jpeg
3231,Leunabrücke,6,Schwanheim,531,6.38,6A,Sachsenhausen,10.0,60529,Leunabrücke 60529 Frankfurt,50.09449785,8.545872130562362,man_made,way,Leunabruecke,1,Leunabruecke_60529.jpeg
2887,Im Sperber,16,Bergen-Enkheim,680,16.83,16,Ost,18.0,60388,Im Sperber 60388 Frankfurt,50.1545357,8.7537279,highway,way,Im Sperber,1,Im Sperber_60388.jpeg
30,Allerheiligenstraße,1,Innenstadt,80,1.01,1,Ost,1.0,60313,Allerheiligenstraße 60313 Frankfurt,50.1134816,8.6904755,highway,way,Allerheiligenstrasse,1,Allerheiligenstrasse_60313.jpeg
1566,Leonhardsgasse,11,Seckbach,390,11.75,11,Ost,6.0,60389,Leonhardsgasse 60389 Frankfurt,50.1449592,8.7289046,highway,way,Leonhardsgasse,1,Leonhardsgasse_60389.jpeg
1327,Johannesallee,6,Unterliederbach,621,6.51,6C,Höchst,17.0,65929,Johannesallee 65929 Frankfurt,50.1084645,8.5383551,highway,way,Johannesallee,1,Johannesallee_65929.jpeg
1521,Kurt-Schumacher-Straße,1,Altstadt,10,1.01,1,Ost,1.0,60311,Kurt-Schumacher-Straße 60311 Frankfurt,50.1097385,8.6877287,highway,way,Kurt-Schumacher-Strasse,1,Kurt-Schumacher-Strasse_60311.jpeg
598,Chattenweg,6,Unterliederbach,622,6.52,6C,Höchst,17.0,65929,Chattenweg 65929 Frankfurt,50.1133292,8.5362683,highway,way,Chattenweg,1,Chattenweg_65929.jpeg
1726,Miltenberger Straße,5,Sachsenhausen-S.,332,5.29,5A,Sachsenhausen,8.0,60599,Miltenberger Straße 60599 Frankfurt,50.0966079,8.6993214,highway,way,Miltenberger Strasse,1,Miltenberger Strasse_60599.jpeg
2993,Volgersbrunnenweg,11,Riederwald,262,11.76,11,Ost,18.0,60386,Volgersbrunnenweg 60386 Frankfurt,50.1262073,8.7378144,highway,way,Volgersbrunnenweg,1,Volgersbrunnenweg_60386.jpeg
297,Auf der Lindenhöhe,9,Eschersheim,452,9.66,9,Dornbusch,12.0,60433,Auf der Lindenhöhe 60433 Frankfurt,50.1507152,8.6650439,highway,way,Auf der Lindenhoehe,1,Auf der Lindenhoehe_60433.jpeg
577,Burgholzer Platz,9,Eschersheim,452,9.66,9,Dornbusch,12.0,60433,Burgholzer Platz 60433 Frankfurt,50.1557204,8.6691484,highway,way,Burgholzer Platz,1,Burgholzer Platz_60433.jpeg
3579,Karl-Gerold-Platz,5,Sachsenhausen-N.,324,5.32,5A,Sachsenhausen,8.0,60594,Karl-Gerold-Platz 60594 Frankfurt,50.1013962,8.686509282740031,highway,way,Karl-Gerold-Platz,1,Karl-Gerold-Platz_60594.jpeg
1147,Herborner Straße,8,Heddernheim,431,8.61,8,Nord,14.0,60439,Herborner Straße 60439 Frankfurt,50.1564757,8.6481345,highway,way,Herborner Strasse,1,Herborner Strasse_60439.jpeg
1585,Liebknechtstraße,6,Unterliederbach,622,6.52,6C,Höchst,17.0,65929,Liebknechtstraße 65929 Frankfurt,50.1067458,8.5430423,highway,way,Liebknechtstrasse,1,Liebknechtstrasse_65929.jpeg
257,Anemonenpfad,6,Griesheim,542,6.4,6A,Gallus,16.0,65933,Anemonenpfad 65933 Frankfurt,50.1068013,8.6016358,highway,way,Anemonenpfad,1,Anemonenpfad_65933.jpeg
91,Am Brennhaus,6,Griesheim,541,6.39,6A,Gallus,16.0,65933,Am Brennhaus 65933 Frankfurt,50.0936955,8.6102516,highway,way,Am Brennhaus,1,Am Brennhaus_65933.jpeg
438,Bischofsweg,5,Sachsenhausen-S.,326,5.34,5A,Sachsenhausen,8.0,60598,Bischofsweg 60598 Frankfurt,50.0829749,8.68131,amenity,node,Bischofsweg,1,Bischofsweg_60598.jpeg
1301,In der Schildwacht,6,Griesheim,552,6.41,6A,Gallus,16.0,65933,In der Schildwacht 65933 Frankfurt,50.0975042,8.5929521,highway,way,In der Schildwacht,1,In der Schildwacht_65933.jpeg
2241,Sinner Weg,8,Heddernheim,431,8.61,8,Nord,14.0,60439,Sinner Weg 60439 Frankfurt,50.1630353,8.6398806,highway,way,Sinner Weg,1,Sinner Weg_60439.jpeg
2095,Sandhofstraße,5,Niederrad,371,5.35,5B,Sachsenhausen,10.0,60528,Sandhofstraße 60528 Frankfurt,50.0921778,8.6582432,highway,way,Sandhofstrasse,1,Sandhofstrasse_60528.jpeg
2846,Am Rebenborn,16,Bergen-Enkheim,680,16.83,16,Ost,18.0,60388,Am Rebenborn 60388 Frankfurt,50.152006,8.7473203,highway,way,Am Rebenborn,1,Am Rebenborn_60388.jpeg
3330,Carl-von-Noorden-Platz,5,Sachsenhausen-N.,322,5.33,5A,Sachsenhausen,8.0,60596,Carl-von-Noorden-Platz 60596 Frankfurt,50.0974865,8.6632336,highway,way,Carl-von-Noorden-Platz,1,Carl-von-Noorden-Platz_60596.jpeg
1646,Mainluststraße,1,Bahnhofsviertel,90,1.03,1,Gallus,4.0,60329,Mainluststraße 60329 Frankfurt,50.1066459,8.6715832,highway,way,Mainluststrasse,1,Mainluststrasse_60329.jpeg
1538,Landvogtstraße,9,Dornbusch,462,9.69,9,Dornbusch,12.0,60320,Landvogtstraße 60320 Frankfurt,50.1392627,8.6722867,highway,way,Landvogtstrasse,1,Landvogtstrasse_60320.jpeg
3353,Martin-Weber-Platz,4,Bornheim,281,4.24,4,Ost,6.0,60385,Martin-Weber-Platz 60385 Frankfurt,50.126899550000005,8.718122342951862,highway,way,Martin-Weber-Platz,1,Martin-Weber-Platz_60385.jpeg
1920,Pfingstbrunnenstraße,2,Bockenheim,342,2.14,2,Bockenheim,13.0,60486,Pfingstbrunnenstraße 60486 Frankfurt,50.1163274,8.6385563,highway,way,Pfingstbrunnenstrasse,1,Pfingstbrunnenstrasse_60486.jpeg
1666,Marienstraße,1,Bahnhofsviertel,90,1.03,1,Gallus,4.0,60329,Marienstraße 60329 Frankfurt,50.1122054,8.6692739,highway,way,Marienstrasse,1,Marienstrasse_60329.jpeg
1467,Königswarterstraße,4,Ostend,140,4.26,4,Ost,5.0,60316,Königswarterstraße 60316 Frankfurt,50.1171018,8.6989002,highway,way,Koenigswarterstrasse,1,Koenigswarterstrasse_60316.jpeg
3347,Lia-Wöhr-Platz,1,Gallus,161,1.06,1,Gallus,4.0,60327,Lia-Wöhr-Platz 60327 Frankfurt,50.10741235,8.651064312260681,leisure,way,Lia-Woehr-Platz,1,Lia-Woehr-Platz_60327.jpeg
229,An der Bitz,7,Praunheim,422,7.59,7,Bockenheim,14.0,60488,An der Bitz 60488 Frankfurt,50.1476346,8.6222293,highway,way,An der Bitz,1,An der Bitz_60488.jpeg
2280,Stegerwaldstraße,6,Unterliederbach,621,6.51,6C,Höchst,17.0,65929,Stegerwaldstraße 65929 Frankfurt,50.1117275,8.5329695,highway,way,Stegerwaldstrasse,1,Stegerwaldstrasse_65929.jpeg
630,Deutschherrnbrücke,5,Sachsenhausen-N.,331,5.31,5A,Sachsenhausen,8.0,60594,Deutschherrnbrücke 60594 Frankfurt,50.1053276,8.7041905,highway,node,Deutschherrnbruecke,1,Deutschherrnbruecke_60594.jpeg
709,Eiserner Steg,5,Sachsenhausen-N.,300,5.31,5A,Sachsenhausen,8.0,60594,Eiserner Steg 60594 Frankfurt,50.1080532,8.682139074311543,man_made,way,Eiserner Steg,1,Eiserner Steg_60594.jpeg
937,Gießener Straße,3,Nordend-West,213,3.17,3,Ost,12.0,60435,Gießener Straße 60435 Frankfurt,50.1512168,8.6883666,highway,way,Giessener Strasse,1,Giessener Strasse_60435.jpeg
1161,Herzogstraße,5,Niederrad,372,5.36,5B,Sachsenhausen,10.0,60528,Herzogstraße 60528 Frankfurt,50.0822635,8.6500938,highway,way,Herzogstrasse,1,Herzogstrasse_60528.jpeg
2620,Ossietzkystraße,5,Sachsenhausen-S.,323,5.3,5A,Sachsenhausen,8.0,60598,Ossietzkystraße 60598 Frankfurt,50.0978438,8.6877883,highway,way,Ossietzkystrasse,1,Ossietzkystrasse_60598.jpeg
587,Camberger Straße,1,Gallus,153,1.05,1,Gallus,4.0,60327,Camberger Straße 60327 Frankfurt,50.1000845,8.648591,highway,way,Camberger Strasse,1,Camberger Strasse_60327.jpeg
1695,Max-Hirsch-Straße,11,Riederwald,262,11.76,11,Ost,18.0,60386,Max-Hirsch-Straße 60386 Frankfurt,50.1291678,8.7312448,highway,way,Max-Hirsch-Strasse,1,Max-Hirsch-Strasse_60386.jpeg
1149,Hermann-Brill-Straße,6,Sindlingen,601,6.47,6B,Höchst,17.0,65931,Hermann-Brill-Straße 65931 Frankfurt,50.081506,8.5125228,highway,way,Hermann-Brill-Strasse,1,Hermann-Brill-Strasse_65931.jpeg
1529,Lärchenstraße,6,Griesheim,552,6.41,6A,Gallus,16.0,65933,Lärchenstraße 65933 Frankfurt,50.0965448,8.599374,highway,way,Laerchenstrasse,1,Laerchenstrasse_65933.jpeg
432,Birkenweg,2,Bockenheim,342,2.14,2,Bockenheim,13.0,60486,Birkenweg 60486 Frankfurt,50.1185255,8.6304272,highway,way,Birkenweg,1,Birkenweg_60486.jpeg
75,Alt-Zeilsheim,6,Zeilsheim,611,6.49,6B,Höchst,17.0,65931,Alt-Zeilsheim 65931 Frankfurt,50.0964575,8.4904404,highway,way,Alt-Zeilsheim,1,Alt-Zeilsheim_65931.jpeg
1860,Offenbacher Landstraße,5,Sachsenhausen-N.,331,5.31,5A,Sachsenhausen,8.0,60599,Offenbacher Landstraße 60599 Frankfurt,50.099173,8.7114005,highway,way,Offenbacher Landstrasse,1,Offenbacher Landstrasse_60599.jpeg
1941,Prächterstraße,9,Ginnheim,441,9.67,9,Nord,12.0,60431,Prächterstraße 60431 Frankfurt,50.1374159,8.644555,highway,way,Praechterstrasse,1,Praechterstrasse_60431.jpeg
1320,Jaspertstraße,10,Preungesheim,470,10.73,10,Dornbusch,12.0,60435,Jaspertstraße 60435 Frankfurt,50.1510659,8.6926119,highway,way,Jaspertstrasse,1,Jaspertstrasse_60435.jpeg
1251,Ilkenhansstraße,9,Eschersheim,452,9.66,9,Dornbusch,12.0,60433,Ilkenhansstraße 60433 Frankfurt,50.1531076,8.664045,highway,way,Ilkenhansstrasse,1,Ilkenhansstrasse_60433.jpeg
879,Fritzlarer Straße,2,Bockenheim,362,2.12,2,Bockenheim,13.0,60487,Fritzlarer Straße 60487 Frankfurt,50.1253095,8.6369656,highway,way,Fritzlarer Strasse,1,Fritzlarer Strasse_60487.jpeg
2415,Vogelweidstraße,5,Sachsenhausen-N.,322,5.33,5A,Sachsenhausen,8.0,60596,Vogelweidstraße 60596 Frankfurt,50.0978044,8.6664813,amenity,node,Vogelweidstrasse,1,Vogelweidstrasse_60596.jpeg
3458,Heinrich-Lanz-Allee,12,Kalbach-Riedberg,650,12.79,12,Nord,14.0,60437,Heinrich-Lanz-Allee 60437 Frankfurt,50.1903435,8.6528866,highway,way,Heinrich-Lanz-Allee,1,Heinrich-Lanz-Allee_60437.jpeg
2794,Ferdinand-Schrey-Weg,5,Sachsenhausen-S.,323,5.3,5A,Sachsenhausen,8.0,60598,Ferdinand-Schrey-Weg 60598 Frankfurt,50.0905841,8.6809279,highway,way,Ferdinand-Schrey-Weg,1,Ferdinand-Schrey-Weg_60598.jpeg
2457,Wed,6,Höchst,591,6.46,6C,Höchst,17.0,65929,Wed 65929 Frankfurt,50.0995774,8.5466312,highway,way,Wed,1,Wed_65929.jpeg
2395,Unterlindau,2,Westend-Süd,110,2.1,2,Bockenheim,3.0,60323,Unterlindau 60323 Frankfurt,50.1211706,8.6674117,highway,way,Unterlindau,1,Unterlindau_60323.jpeg
758,Eschersheimer Landstraße,2,Westend-Süd,110,2.1,2,Bockenheim,3.0,60322,Eschersheimer Landstraße 60322 Frankfurt,50.1242968,8.6751665,highway,way,Eschersheimer Landstrasse,1,Eschersheimer Landstrasse_60322.jpeg
1658,Manskopfstraße,2,Bockenheim,163,2.15,2,Bockenheim,13.0,60486,Manskopfstraße 60486 Frankfurt,50.1141237,8.6342561,highway,way,Manskopfstrasse,1,Manskopfstrasse_60486.jpeg
3154,Am Seckbacher Preul,11,Seckbach,390,11.75,11,Ost,6.0,60389,Am Seckbacher Preul 60389 Frankfurt,50.1423437,8.729004,highway,way,Am Seckbacher Preul,1,Am Seckbacher Preul_60389.jpeg
1356,Kandelstraße,5,Niederrad,371,5.35,5B,Sachsenhausen,10.0,60528,Kandelstraße 60528 Frankfurt,50.085872,8.6435846,highway,way,Kandelstrasse,1,Kandelstrasse_60528.jpeg
203,Am Weidenbaum,6,Griesheim,541,6.39,6A,Gallus,16.0,65933,Am Weidenbaum 65933 Frankfurt,50.091021,8.6127716,highway,way,Am Weidenbaum,1,Am Weidenbaum_65933.jpeg
379,Baseler Straße,1,Gutleutviertel,151,1.04,1,Gallus,4.0,60329,Baseler Straße 60329 Frankfurt,50.1057609,8.6651685,highway,way,Baseler Strasse,1,Baseler Strasse_60329.jpeg
2168,Schottener Straße,10,Eckenheim,461,10.72,10,Dornbusch,12.0,60435,Schottener Straße 60435 Frankfurt,50.1514459,8.6869775,highway,way,Schottener Strasse,1,Schottener Strasse_60435.jpeg
3257,An der Rosenkranzkirche,11,Seckbach,390,11.75,11,Ost,6.0,60389,An der Rosenkranzkirche 60389 Frankfurt,50.1401719,8.7219701,highway,way,An der Rosenkranzkirche,1,An der Rosenkranzkirche_60389.jpeg
1611,Loreleistraße,6,Unterliederbach,621,6.51,6C,Höchst,17.0,65929,Loreleistraße 65929 Frankfurt,50.1072534,8.540183,highway,way,Loreleistrasse,1,Loreleistrasse_65929.jpeg
2783,Hugo-Eckener-Ring,5,Flughafen,329,5.34,5A,Sachsenhausen,19.0,60549,Hugo-Eckener-Ring 60549 Frankfurt,50.0531547,8.5787668,highway,way,Hugo-Eckener-Ring,1,Hugo-Eckener-Ring_60549.jpeg
1196,Hofeckweg,9,Dornbusch,463,9.69,9,Dornbusch,12.0,60320,Hofeckweg 60320 Frankfurt,50.1372566,8.6828004,highway,way,Hofeckweg,1,Hofeckweg_60320.jpeg
